fighter_a,fighter_b,a_kd,b_kd,a_sig_str_landed,a_sig_str_att,b_sig_str_landed,b_sig_str_att,a_total_str_landed,a_total_str_att,b_total_str_landed,b_total_str_att,a_td_landed,a_td_att,b_td_landed,b_td_att,a_sub_att,b_sub_att,a_rev,b_rev,a_ctrl_sec,b_ctrl_sec,a_head_landed,a_head_att,b_head_landed,b_head_att,a_body_landed,a_body_att,b_body_landed,b_body_att,a_leg_landed,a_leg_att,b_leg_landed,b_leg_att,a_dist_landed,a_dist_att,b_dist_landed,b_dist_att,a_clinch_landed,a_clinch_att,b_clinch_landed,b_clinch_att,a_ground_landed,a_ground_att,b_ground_landed,b_ground_att,fight_url
Junior Assuncao,David Lee,0,0,26,44,9,19,46,66,17,28,0,0,0,4,1,0,0,0,232,3,18,36,2,9,7,7,6,8,1,1,1,2,9,18,4,10,14,23,5,9,3,3,0,0,http://www.ufcstats.com/fight-details/4563e02bc4c1a1ef
Alessio Sakara,Victor Valimaki,0,0,6,23,0,10,6,23,0,10,0,0,0,4,0,0,0,0,0,5,6,23,0,10,0,0,0,0,0,0,0,0,5,20,0,10,1,3,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/d8b098e5598509cc
Jess Liaudin,Dennis Siver,0,0,1,5,2,3,1,5,4,5,0,0,1,1,1,0,0,0,43,0,0,2,0,1,0,1,2,2,1,2,0,0,1,5,2,3,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/bc8e4abec782fd2b
Paul Taylor,Edilberto de Oliveira,0,0,40,90,24,64,42,92,24,64,0,0,0,3,0,0,0,0,0,20,25,72,10,45,3,3,9,9,12,15,5,10,36,85,24,62,4,5,0,2,0,0,0,0,http://www.ufcstats.com/fight-details/57a71ab365d2b64d
Matt Serra,Georges St-Pierre,2,0,20,40,6,23,20,40,6,23,0,0,0,1,0,0,0,0,0,5,13,31,4,20,3,5,0,0,4,4,2,3,13,29,6,23,0,0,0,0,7,11,0,0,http://www.ufcstats.com/fight-details/9f60dd19c5705d45
Josh Koscheck,Diego Sanchez,0,0,7,30,1,27,8,31,1,27,1,1,0,0,0,0,0,1,14,7,6,28,0,26,0,1,0,0,1,1,1,1,7,30,1,27,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/fc4e42a55ba285f6
Roger Huerta,Leonard Garcia,0,0,23,46,5,21,52,78,8,29,2,3,0,0,0,2,0,1,217,18,20,43,3,17,3,3,1,2,0,0,1,2,5,10,1,8,5,13,3,10,13,23,1,3,http://www.ufcstats.com/fight-details/e7fdbd5c65798a5c
Yushin Okami,Mike Swick,0,0,6,18,8,34,28,41,9,35,1,2,0,0,1,0,0,0,142,0,5,16,0,20,0,0,2,4,1,2,6,10,3,14,5,31,1,1,3,3,2,3,0,0,http://www.ufcstats.com/fight-details/cb93f5f9d09b29f1
Kendall Grove,Alan Belcher,0,0,17,37,3,7,39,59,5,9,0,0,1,5,0,0,0,0,98,92,4,20,0,4,7,11,2,2,6,6,1,1,6,20,2,5,11,17,0,1,0,0,1,1,http://www.ufcstats.com/fight-details/33b9285aec39e37f
Heath Herring,Brad Imes,1,0,21,31,0,3,61,74,1,6,0,0,1,1,0,2,1,0,246,4,14,24,0,3,3,3,0,0,4,4,0,0,1,5,0,3,2,3,0,0,18,23,0,0,http://www.ufcstats.com/fight-details/579f0be80b359d8b
Thales Leites,Pete Sell,0,0,6,14,0,1,34,43,2,3,1,2,0,0,3,0,0,0,259,0,6,14,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,1,0,0,6,8,0,0,http://www.ufcstats.com/fight-details/54cf1ffbc6e7a9fd
Marcus Davis,Pete Spratt,0,0,2,5,0,2,13,16,8,10,1,1,0,0,0,0,0,1,261,20,2,5,0,1,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,0,1,1,0,1,http://www.ufcstats.com/fight-details/f25e367b1cb8fab5
Luke Cummo,Josh Haynes,0,0,18,52,6,35,22,56,11,40,0,1,1,3,0,0,0,0,25,22,8,38,4,33,7,11,1,1,3,3,1,1,12,42,5,33,6,10,1,2,0,0,0,0,http://www.ufcstats.com/fight-details/32b058d82c9e38de
Joe Stevenson,Melvin Guillard,0,0,2,3,1,7,2,3,1,7,1,1,0,0,1,0,0,0,11,3,2,3,1,7,0,0,0,0,0,0,0,0,2,2,1,7,0,0,0,0,0,1,0,0,http://www.ufcstats.com/fight-details/e9390cff6e5d52d0
Justin McCully,Antoni Hardonk,0,0,9,14,9,10,24,29,15,16,1,2,0,0,0,1,0,0,270,0,9,14,1,1,0,0,8,9,0,0,0,0,0,0,1,1,0,0,8,9,9,14,0,0,http://www.ufcstats.com/fight-details/fc4fc81d3b7cc3bd
Kenny Florian,Dokonjonosuke Mishima,0,0,9,21,2,14,27,39,17,29,0,0,1,7,0,0,0,0,137,84,6,17,2,12,1,2,0,1,2,2,0,1,3,10,1,6,2,3,1,4,4,8,0,4,http://www.ufcstats.com/fight-details/b2443846570bee7b
Wilson Gouveia,Seth Petruzelli,0,0,16,38,6,23,36,58,24,41,1,1,0,0,0,0,0,0,194,0,9,28,3,20,1,2,0,0,6,8,3,3,5,14,5,19,2,3,1,4,9,21,0,0,http://www.ufcstats.com/fight-details/de2b0b8ef112f3b7
Drew Fickett,Keita Nakamura,0,0,30,49,7,17,42,61,20,42,0,0,1,1,0,0,0,1,98,122,13,29,5,15,16,19,2,2,1,1,0,0,2,5,1,2,21,28,3,5,7,16,3,10,http://www.ufcstats.com/fight-details/73ed365b57dc1a6e
Kurt Pellegrino,Nate Mohr,0,0,4,7,6,11,9,12,16,21,1,2,0,0,1,0,0,0,114,0,3,6,4,8,1,1,2,2,0,0,0,1,0,2,1,3,0,0,3,3,4,5,2,5,http://www.ufcstats.com/fight-details/b15bebf4c6b6f495
Kuniyoshi Hironaka,Forrest Petz,0,0,11,18,1,8,19,26,1,8,1,3,0,0,1,0,0,0,206,0,9,15,0,6,2,2,0,0,0,1,1,2,1,4,1,8,0,0,0,0,10,14,0,0,http://www.ufcstats.com/fight-details/6d370bfe4248dc88
Roan Carneiro,Rich Clementi,0,0,8,12,4,12,16,20,18,26,2,2,0,0,0,0,0,0,190,0,7,11,2,10,0,0,0,0,1,1,2,2,4,6,4,12,0,0,0,0,4,6,0,0,http://www.ufcstats.com/fight-details/460b421493dd9fb8
Thiago Tavares,Naoyuki Kotani,0,0,2,4,2,8,27,31,17,23,2,3,0,0,1,1,0,1,116,92,1,3,2,7,0,0,0,1,1,1,0,0,1,3,2,6,0,0,0,0,1,1,0,2,http://www.ufcstats.com/fight-details/e89db3b111f92587
Randy Couture,Tim Sylvia,1,0,11,11,0,0,29,29,4,7,1,1,0,0,0,0,0,0,293,0,10,10,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,9,9,0,0,http://www.ufcstats.com/fight-details/7401d0f8ededa102
Martin Kampmann,Drew McFedries,0,1,15,32,16,33,30,48,17,34,1,1,0,0,1,0,0,0,121,11,9,23,16,32,6,9,0,1,0,0,0,0,9,21,11,24,2,6,1,4,4,5,4,5,http://www.ufcstats.com/fight-details/0653b6227894cfd7
Rich Franklin,Jason MacDonald,0,0,24,44,14,21,26,46,18,25,1,1,1,6,0,0,1,0,108,64,19,38,0,7,3,4,2,2,2,2,12,12,8,18,3,9,9,11,11,12,7,15,0,0,http://www.ufcstats.com/fight-details/3404f9095676a556
Matt Hughes,Chris Lytle,0,0,3,4,0,5,19,20,12,17,0,1,0,0,1,2,0,0,283,0,2,3,0,5,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,http://www.ufcstats.com/fight-details/204932945d332406
Jason Lambert,Renato Sobral,1,0,10,12,3,15,18,21,20,33,0,0,1,1,0,1,0,0,11,238,8,10,3,11,1,1,0,3,1,1,0,1,2,2,2,10,5,7,0,2,3,3,1,3,http://www.ufcstats.com/fight-details/8ca1bb1b2517f2e5
Matt Hamill,Rex Holman,0,0,29,49,11,32,45,68,15,36,0,1,0,4,0,0,0,0,58,0,28,47,3,20,1,2,1,2,0,0,7,10,10,25,10,29,4,5,1,3,15,19,0,0,http://www.ufcstats.com/fight-details/8afc674a60abab61
Jon Fitch,Luigi Fioravanti,0,0,11,24,10,17,50,64,15,22,1,3,0,0,0,0,0,0,152,36,2,12,3,10,5,7,2,2,4,5,5,5,2,11,2,8,5,7,8,9,4,6,0,0,http://www.ufcstats.com/fight-details/94df6c8cd2256f54
Gleison Tibau,Jason Dent,0,0,5,12,3,9,22,31,55,61,2,2,0,0,1,0,0,0,259,0,4,10,1,7,0,0,1,1,1,2,1,1,3,7,3,9,0,0,0,0,2,5,0,0,http://www.ufcstats.com/fight-details/808d47f905e84e7e
Jamie Varner,Jason Gilliam,0,0,7,13,0,2,10,16,1,3,1,1,0,0,2,0,0,0,81,0,6,12,0,2,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,6,12,0,0,http://www.ufcstats.com/fight-details/85e130a7c48f25f6
Anderson Silva,Travis Lutter,0,0,3,5,8,16,10,12,13,21,0,0,2,4,1,0,1,0,26,171,3,4,7,15,0,1,1,1,0,0,0,0,1,2,0,2,0,0,0,0,2,3,8,14,http://www.ufcstats.com/fight-details/33065e87a42a74a2
Mirko Filipovic,Eddie Sanchez,1,0,20,39,5,40,32,51,5,40,0,0,0,0,0,0,0,0,58,0,16,34,4,38,3,3,1,1,1,2,0,1,12,26,3,37,1,3,2,3,7,10,0,0,http://www.ufcstats.com/fight-details/ca5b6d6a26891f4b
Roger Huerta,John Halverson,0,0,13,18,1,2,13,18,1,2,1,1,0,0,0,0,0,0,12,0,13,18,0,1,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,13,17,0,0,http://www.ufcstats.com/fight-details/5d06b45564f62c80
Quinton Jackson,Marvin Eastman,0,0,23,36,9,32,30,43,16,39,0,1,0,1,0,0,0,0,34,31,13,25,5,28,8,9,4,4,2,2,0,0,6,15,2,23,17,21,7,9,0,0,0,0,http://www.ufcstats.com/fight-details/c1df212ba092c404
Patrick Cote,Scott Smith,0,0,15,24,7,27,16,25,8,28,1,1,0,0,0,0,0,0,38,57,6,14,4,21,4,4,1,1,5,6,2,5,10,14,3,19,2,3,4,8,3,7,0,0,http://www.ufcstats.com/fight-details/f0b7729fba7e4533
Terry Martin,Jorge Rivera,1,0,4,4,1,2,4,4,1,2,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,1,0,0,1,1,1,1,1,2,0,0,0,0,3,3,0,0,http://www.ufcstats.com/fight-details/c742bd1673635ded
Frankie Edgar,Tyson Griffin,0,0,19,35,14,41,26,42,17,44,2,4,1,3,0,1,0,0,118,21,13,29,10,37,6,6,4,4,0,0,0,0,8,23,12,39,4,4,1,1,7,8,1,1,http://www.ufcstats.com/fight-details/063599b1d4107289
Lyoto Machida,Sam Hoger,1,0,17,28,5,19,19,30,13,29,2,2,1,2,0,0,1,0,144,20,11,20,2,14,2,3,2,3,4,5,1,2,10,15,5,14,0,1,0,4,7,12,0,1,http://www.ufcstats.com/fight-details/77df989840c76a08
Dustin Hazelett,Diego Saraiva,0,0,20,47,5,9,20,47,21,26,1,1,1,3,1,0,0,0,58,126,19,44,4,7,0,0,1,1,1,3,0,1,7,17,5,8,0,0,0,0,13,30,0,1,http://www.ufcstats.com/fight-details/d6e35b8c66732da6
Rashad Evans,Sean Salmon,0,0,5,24,10,25,5,24,15,30,0,0,2,3,0,0,0,0,0,52,3,21,10,25,2,3,0,0,0,0,0,0,5,23,2,14,0,1,2,4,0,0,6,7,http://www.ufcstats.com/fight-details/88d9e7ec7f228908
Jake O'Brien,Heath Herring,0,1,4,24,3,22,16,37,7,26,1,1,0,0,0,0,1,0,162,5,4,24,3,22,0,0,0,0,0,0,0,0,1,15,2,21,0,0,0,0,3,9,1,1,http://www.ufcstats.com/fight-details/830e59a396dddec3
Hermes Franca,Spencer Fisher,0,0,7,39,12,37,18,53,25,51,2,2,0,0,1,0,0,0,122,0,7,38,4,25,0,1,3,6,0,0,5,6,1,17,12,33,0,0,0,4,6,22,0,0,http://www.ufcstats.com/fight-details/17b2d89ceb879a29
Nate Marquardt,Dean Lister,2,0,19,35,3,12,21,37,9,19,0,0,0,2,0,0,0,0,169,0,13,28,1,9,3,4,0,0,3,3,2,3,9,22,2,10,8,9,0,1,2,4,1,1,http://www.ufcstats.com/fight-details/7253daded133e97c
Joshua Burkman,Chad Reiner,0,0,12,20,2,11,40,48,13,23,3,3,0,0,0,0,0,0,268,0,11,19,2,9,0,0,0,1,1,1,0,1,2,4,1,9,3,3,1,2,7,13,0,0,http://www.ufcstats.com/fight-details/539a550c0c1acd3e
Ed Herman,Chris Price,0,0,5,9,5,5,13,22,8,9,1,2,0,0,1,1,0,0,163,3,5,9,1,1,0,0,4,4,0,0,0,0,0,1,1,1,1,1,4,4,4,7,0,0,http://www.ufcstats.com/fight-details/221928c8441779e4
Din Thomas,Clay Guida,0,0,4,14,15,34,17,27,47,69,0,0,2,2,0,0,0,0,2,229,4,14,14,33,0,0,0,0,0,0,1,1,3,12,3,9,1,2,0,1,0,0,12,24,http://www.ufcstats.com/fight-details/9c9039f921aa86ca
Rich Clementi,Ross Pointon,0,0,11,33,13,53,11,33,13,53,0,0,0,0,0,0,0,0,0,0,2,22,3,43,2,3,0,0,7,8,10,10,11,33,13,53,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/14df6d96c5f2d1df
Chuck Liddell,Tito Ortiz,1,0,17,61,6,29,17,61,6,29,0,0,0,1,0,0,0,0,32,0,15,59,3,21,1,1,0,1,1,1,3,7,12,35,6,29,0,0,0,0,5,26,0,0,http://www.ufcstats.com/fight-details/f507b715628d7bcb
Keith Jardine,Forrest Griffin,0,0,36,63,17,56,36,63,17,56,0,0,0,1,0,0,0,0,11,0,28,55,8,44,2,2,0,0,6,6,9,12,24,51,16,55,4,4,1,1,8,8,0,0,http://www.ufcstats.com/fight-details/bb007be9f60ab3da
Jason MacDonald,Chris Leben,0,0,6,19,10,26,18,31,32,48,0,3,1,1,0,0,0,0,136,50,1,11,8,24,3,4,2,2,2,4,0,0,2,11,0,6,4,8,9,17,0,0,1,3,http://www.ufcstats.com/fight-details/3825f998c01cbeab
Andrei Arlovski,Marcio Cruz,0,0,7,11,0,2,32,37,0,2,0,0,0,5,1,2,0,0,82,52,5,9,0,2,0,0,0,0,2,2,0,0,2,6,0,2,0,0,0,0,5,5,0,0,http://www.ufcstats.com/fight-details/5027a869467001d3
Michael Bisping,Eric Schafer,0,0,19,33,3,6,21,35,10,13,0,1,3,7,0,2,1,0,40,151,15,28,1,3,3,4,2,3,1,1,0,0,7,15,0,1,2,2,2,4,10,16,1,1,http://www.ufcstats.com/fight-details/da666b02372a465b
Thiago Alves,Tony DeSouza,1,0,22,43,1,10,37,59,2,11,0,0,0,6,0,0,0,0,88,26,22,42,0,9,0,0,1,1,0,1,0,0,2,6,0,9,0,0,1,1,20,37,0,0,http://www.ufcstats.com/fight-details/cc02aaf53503d022
Gabriel Gonzaga,Carmelo Marrero,0,0,4,10,1,2,23,33,6,7,1,1,0,1,3,0,0,0,177,0,4,10,1,2,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,3,7,1,1,http://www.ufcstats.com/fight-details/2606c3853a8c0b62
Yushin Okami,Rory Singer,0,0,8,38,9,57,8,38,9,57,0,0,0,0,0,0,0,0,0,0,5,34,3,50,3,3,4,4,0,1,2,3,8,38,7,54,0,0,2,3,0,0,0,0,http://www.ufcstats.com/fight-details/343b016754852c36
Christian Wellisch,Anthony Perosh,1,0,29,90,11,27,46,111,12,29,1,1,0,7,0,0,0,0,106,41,25,85,4,20,0,1,0,0,4,4,7,7,9,49,7,20,14,25,4,7,6,16,0,0,http://www.ufcstats.com/fight-details/56f77263c75392f2
Diego Sanchez,Joe Riggs,2,0,6,10,3,6,6,10,3,6,0,1,0,0,0,0,0,0,4,0,5,9,2,4,1,1,1,2,0,0,0,0,3,7,3,6,0,0,0,0,3,3,0,0,http://www.ufcstats.com/fight-details/bc0155d267fb5892
Josh Koscheck,Jeff Joslin,0,0,3,12,2,8,19,28,24,30,2,4,0,0,0,0,0,0,193,0,2,11,2,7,1,1,0,1,0,0,0,0,1,6,2,8,0,0,0,0,2,6,0,0,http://www.ufcstats.com/fight-details/0d2314d23dee3796
Karo Parisyan,Drew Fickett,0,0,19,50,23,56,21,52,27,60,1,2,0,2,0,0,0,0,27,0,18,49,6,33,1,1,6,7,0,0,11,16,14,37,17,47,4,10,6,9,1,3,0,0,http://www.ufcstats.com/fight-details/844fc95da48937b3
Marcus Davis,Shonie Carter,0,0,3,8,5,12,14,20,17,28,1,1,0,0,2,0,0,1,152,90,2,4,4,11,1,3,0,0,0,1,1,1,1,4,1,2,1,3,1,1,1,1,3,9,http://www.ufcstats.com/fight-details/a5155aef1093048b
David Heath,Victor Valimaki,0,0,17,53,22,68,17,53,24,70,0,0,0,0,0,0,0,0,0,7,7,41,15,60,4,6,4,5,6,6,3,3,15,51,19,63,2,2,3,5,0,0,0,0,http://www.ufcstats.com/fight-details/4faa30eab9089d71
Alan Belcher,Jorge Santiago,0,0,9,25,4,8,17,36,13,17,1,2,0,1,1,3,0,1,112,111,0,16,3,6,1,1,0,0,8,8,1,2,1,12,3,6,3,3,0,0,5,10,1,2,http://www.ufcstats.com/fight-details/77a8a6e2c3a09d19
Luigi Fioravanti,Dave Menne,1,0,23,50,8,42,31,59,8,42,1,1,0,2,0,2,0,0,32,0,14,40,2,30,5,5,2,2,4,5,4,10,14,35,8,41,7,10,0,1,2,5,0,0,http://www.ufcstats.com/fight-details/e52eae4ea46c6010
Brock Larson,Keita Nakamura,0,0,6,15,3,10,12,23,10,17,2,4,0,1,0,1,0,0,227,0,5,13,2,9,1,2,1,1,0,0,0,0,1,4,1,6,2,4,1,3,3,7,1,1,http://www.ufcstats.com/fight-details/abf6ea197979e634
Logan Clark,Steve Byrnes,0,0,12,16,1,4,68,82,3,6,0,0,1,2,2,2,0,0,147,107,9,12,1,4,3,4,0,0,0,0,0,0,0,1,1,2,2,3,0,0,10,12,0,2,http://www.ufcstats.com/fight-details/8d3c5635cffe12cb
Georges St-Pierre,Matt Hughes,1,0,28,60,5,29,32,64,5,29,1,1,0,2,0,0,0,0,27,0,20,44,3,26,3,5,1,2,5,11,1,1,22,53,5,28,4,5,0,1,2,2,0,0,http://www.ufcstats.com/fight-details/148f5128a45e9212
Tim Sylvia,Jeff Monson,0,0,6,36,3,13,13,43,3,13,0,0,0,4,0,0,0,0,70,0,6,36,3,13,0,0,0,0,0,0,0,0,6,36,3,13,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/2f379b530fefb7ea
Drew McFedries,Alessio Sakara,1,0,30,57,32,58,36,63,33,59,1,1,0,2,0,0,0,0,33,11,21,47,28,52,7,7,4,6,2,3,0,0,13,34,15,33,5,8,17,25,12,15,0,0,http://www.ufcstats.com/fight-details/cb17062bfd400fb2
Brandon Vera,Frank Mir,0,0,15,21,2,7,17,24,2,7,0,0,0,1,0,0,0,0,34,0,13,19,2,7,1,1,0,0,1,1,0,0,5,10,2,7,2,2,0,0,8,9,0,0,http://www.ufcstats.com/fight-details/ba0a3a4b80418db9
Joe Stevenson,Dokonjonosuke Mishima,0,0,1,1,1,5,2,2,6,13,0,0,1,1,3,0,0,0,0,111,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,3,http://www.ufcstats.com/fight-details/e3d9bbea4c51dec4
Nick Diaz,Gleison Tibau,0,0,11,24,0,9,68,86,7,16,0,1,0,0,1,1,1,0,117,178,11,24,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,24,0,8,http://www.ufcstats.com/fight-details/b03109dd04b2fa60
Antoni Hardonk,Sherman Pendergarst,1,0,10,12,4,11,15,18,14,21,0,0,1,1,0,0,0,0,0,164,5,6,4,10,2,3,0,1,3,3,0,0,7,8,0,5,3,4,0,1,0,0,4,5,http://www.ufcstats.com/fight-details/3f7bf047b310943d
James Irvin,Hector Ramirez,0,0,7,16,19,27,8,17,51,59,0,0,3,5,0,1,0,0,0,221,1,7,14,22,1,1,2,2,5,8,3,3,6,13,8,13,1,3,3,3,0,0,8,11,http://www.ufcstats.com/fight-details/719dbfab71e6c0bd
Jake O'Brien,Josh Shockman,0,0,10,17,3,7,48,60,22,31,3,4,0,0,0,0,0,0,252,10,9,16,0,3,1,1,1,2,0,0,2,2,0,1,3,7,0,0,0,0,10,16,0,0,http://www.ufcstats.com/fight-details/f743abae6896c1e8
Matt Serra,Chris Lytle,0,0,8,13,12,15,29,34,67,73,0,7,1,1,0,0,0,0,148,84,3,7,2,5,3,4,5,5,2,2,5,5,0,2,1,2,7,9,6,6,1,2,5,7,http://www.ufcstats.com/fight-details/71900a1af85710a9
Travis Lutter,Patrick Cote,0,0,0,0,0,1,5,5,0,1,1,2,0,0,1,0,0,0,117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/c00a49eadfb592f0
Din Thomas,Rich Clementi,1,0,14,38,13,47,35,60,15,49,0,0,1,2,0,0,0,0,63,11,7,30,3,35,7,8,6,7,0,0,4,5,8,31,8,37,5,5,5,10,1,2,0,0,http://www.ufcstats.com/fight-details/c0e8b02fd4a5e56c
Jorge Rivera,Edwin DeWees,1,0,24,43,6,25,31,56,7,26,0,0,0,0,0,0,0,0,15,15,16,33,4,22,4,5,1,1,4,5,1,2,7,11,4,18,10,21,2,7,7,11,0,0,http://www.ufcstats.com/fight-details/b34aa3946ccfcfbb
Pete Spratt,Jeremy Jackson,0,0,11,14,5,12,37,40,20,31,0,0,2,4,0,0,1,1,60,179,7,10,0,6,2,2,1,1,2,2,4,5,3,4,0,6,3,3,5,5,5,7,0,1,http://www.ufcstats.com/fight-details/4cd909fa0d3e0483
Scott Smith,Pete Sell,1,0,16,64,16,53,16,64,28,65,0,0,0,0,0,0,0,0,8,37,15,59,9,42,0,1,2,4,1,4,5,7,14,59,13,46,2,5,3,7,0,0,0,0,http://www.ufcstats.com/fight-details/36895d9bbf5abc51
Charles McCarthy,Gideon Ray,0,0,2,12,9,26,2,12,9,26,1,1,0,0,1,0,0,0,38,0,1,11,4,18,1,1,1,1,0,0,4,7,1,11,9,26,1,1,0,0,0,0,0,0,http://www.ufcstats.com/fight-details/cf1f2322c4b8bc64
Martin Kampmann,Thales Leites,0,1,8,25,14,29,11,28,20,35,0,0,1,4,0,0,0,0,50,128,1,18,9,23,5,5,5,6,2,2,0,0,2,18,6,15,6,7,5,6,0,0,3,8,http://www.ufcstats.com/fight-details/f8e3b306cf3e6d95
Anderson Silva,Rich Franklin,1,0,31,36,10,23,31,36,13,26,0,0,0,0,0,0,0,0,23,0,5,9,4,16,23,24,1,2,3,3,5,5,5,8,8,19,26,28,2,4,0,0,0,0,http://www.ufcstats.com/fight-details/84efac79989f4d0a
Sean Sherk,Kenny Florian,0,0,15,31,2,3,28,48,11,13,1,1,0,0,1,1,0,0,287,7,15,31,1,2,0,0,1,1,0,0,0,0,1,1,1,2,0,0,0,0,14,30,1,1,http://www.ufcstats.com/fight-details/e30ee434b864e4ac
Jon Fitch,Kuniyoshi Hironaka,0,0,4,7,1,2,46,56,6,7,1,2,0,1,0,2,0,0,241,41,4,7,0,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,1,1,4,5,0,0,http://www.ufcstats.com/fight-details/1ef09b1bf60f23cb
Carmelo Marrero,Cheick Kongo,0,0,15,23,4,13,40,49,19,28,1,1,0,0,0,0,0,0,236,0,5,13,0,3,10,10,0,0,0,0,4,10,0,0,4,13,0,0,0,0,15,23,0,0,http://www.ufcstats.com/fight-details/95f052cbeb1d5e65
Spencer Fisher,Dan Lauzon,1,0,13,17,8,25,28,32,13,33,0,0,2,5,0,0,0,0,12,218,12,16,7,23,1,1,0,0,0,0,1,2,3,3,0,0,7,11,1,2,3,3,7,23,http://www.ufcstats.com/fight-details/94c1844d487490ef
Yushin Okami,Kalib Starnes,0,0,12,33,4,15,18,40,4,15,1,1,0,2,1,1,0,0,101,44,8,29,2,11,3,3,0,1,1,1,2,3,8,27,2,13,2,2,2,2,2,4,0,0,http://www.ufcstats.com/fight-details/b23c7d4fb2068989
Clay Guida,Justin James,0,0,9,27,10,30,25,46,15,35,1,3,0,0,0,1,0,0,193,26,8,26,5,25,1,1,5,5,0,0,0,0,1,10,3,22,1,1,6,7,7,16,1,1,http://www.ufcstats.com/fight-details/a2e2d0e8b94d8eba
Kurt Pellegrino,Junior Assuncao,0,0,5,9,1,6,30,37,3,10,1,1,0,0,1,0,0,0,113,0,5,9,1,6,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,5,9,0,0,http://www.ufcstats.com/fight-details/7455cb1ee651f774
Tito Ortiz,Ken Shamrock,0,0,18,29,0,0,38,52,7,7,1,1,0,0,0,0,0,0,126,0,15,25,0,0,1,1,0,0,2,3,0,0,0,2,0,0,3,3,0,0,15,24,0,0,http://www.ufcstats.com/fight-details/2cbba9394114edb5
Kendall Grove,Chris Price,0,0,13,26,5,10,22,36,7,12,1,1,0,0,1,0,1,1,164,36,12,25,2,7,1,1,3,3,0,0,0,0,1,4,2,5,1,1,3,3,11,21,0,2,http://www.ufcstats.com/fight-details/2e5a301f042f1fd6
Jason MacDonald,Ed Herman,0,0,5,7,2,2,14,16,5,5,0,1,1,2,2,0,1,1,57,78,4,5,0,0,0,0,0,0,1,2,2,2,2,4,2,2,0,0,0,0,3,3,0,0,http://www.ufcstats.com/fight-details/27cdd152218b44d4
Matt Hamill,Seth Petruzelli,0,0,8,22,9,17,49,68,18,26,2,4,0,0,0,0,0,0,230,0,6,20,1,8,0,0,4,4,2,2,4,5,4,15,7,14,2,3,2,3,2,4,0,0,http://www.ufcstats.com/fight-details/724dd26b47b7349e
Nate Marquardt,Crafton Wallace,0,0,9,21,4,15,22,36,24,35,1,2,0,0,1,0,1,0,155,45,3,14,3,14,2,2,0,0,4,5,1,1,7,16,4,14,0,0,0,0,2,5,0,1,http://www.ufcstats.com/fight-details/fee1d48d7bc17e56
Tony DeSouza,Dustin Hazelett,0,0,5,5,1,4,12,12,1,4,1,1,0,0,1,1,0,0,218,0,5,5,1,4,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,5,5,0,0,http://www.ufcstats.com/fight-details/2e6c21d6bad88346
Rory Singer,Josh Haynes,0,0,21,49,9,43,25,53,13,48,0,1,0,2,0,0,0,0,55,15,17,45,4,33,3,3,3,7,1,1,2,3,12,31,8,40,9,18,1,3,0,0,0,0,http://www.ufcstats.com/fight-details/963631fe3261f8e1
Thiago Alves,John Alessio,0,0,21,43,2,14,24,46,3,15,0,0,0,4,0,0,0,0,0,123,6,27,1,13,6,7,0,0,9,9,1,1,12,31,2,13,9,12,0,1,0,0,0,0,http://www.ufcstats.com/fight-details/ebfdeab96ca766be
Marcus Davis,Forrest Petz,0,0,33,50,5,18,66,88,19,35,0,0,0,0,1,0,0,0,50,21,17,33,2,14,8,9,2,3,8,8,1,1,5,11,1,9,20,24,4,9,8,15,0,0,http://www.ufcstats.com/fight-details/afda8492a55f1c5d
Matt Hughes,BJ Penn,0,0,7,27,13,22,7,27,25,34,0,7,0,0,0,0,0,0,112,39,5,22,7,15,1,4,6,7,1,1,0,0,4,22,7,14,3,5,6,8,0,0,0,0,http://www.ufcstats.com/fight-details/b4a2fc934d4660ff
Mike Swick,David Loiseau,0,0,20,44,7,22,24,48,7,22,1,2,0,0,0,0,0,0,36,35,7,28,4,17,7,8,1,3,6,8,2,2,14,38,4,19,6,6,3,3,0,0,0,0,http://www.ufcstats.com/fight-details/07c3ec83596e9798
